PWVmidTim,Tdelay
20120521/0715,2175.3
20120521/0745,2171.1
20120521/0815,2168.6
20120521/0845,2172.3
20120521/0915,2173.8
20120521/0945,2169.9
20120521/1015,2166.6
20120521/1045,2164.6
20120521/1115,2162.8
20120521/1145,2165.0
20120521/1215,2166.2
20120521/1245,2168.6
20120521/1315,2167.5
20120521/1345,2162.0
20120521/1415,2161.3
20120521/1445,2161.4
20120521/1515,2159.8
20120521/1545,2163.1
20120521/1615,2163.8
20120521/1645,2161.9
20120521/1715,2165.5
20120521/1745,2165.5
20120521/1815,2165.1
20120521/1845,2167.9
20120521/1915,2169.1
20120521/1945,2166.9
20120521/2015,2165.4
20120521/2045,2167.2
20120521/2115,2170.3
20120521/2145,2170.4
20120521/2215,2168.1
20120521/2245,2159.9
20120521/2315,2151.4
20120522/0015,2148.1
20120522/0045,2155.2
20120522/0115,2154.6
20120522/0145,2154.5
20120522/0215,2158.8
20120522/0245,2158.9
20120522/0315,2157.2
20120522/0345,2155.2
20120522/0415,2151.4
20120522/0445,2149.9
20120522/0515,2152.4
20120522/0545,2151.4
20120522/0615,2144.2
20120522/0645,2142.1
20120522/0715,2145.3
20120522/0745,2145.3
20120522/0815,2148.2
20120522/0845,2153.6
20120522/0915,2148.1
20120522/0945,2141.6
20120522/1015,2142.6
20120522/1045,2145.9
20120522/1115,2150.2
20120522/1145,2151.1
20120522/1215,2155.2
20120522/1245,2166.1
20120522/1315,2169.1
20120522/1345,2163.8
20120522/1415,2165.5
20120522/1445,2170.0
20120522/1515,2171.8
20120522/1545,2168.6
20120522/1615,2161.8
20120522/1645,2161.4
20120522/1715,2163.4
20120522/1745,2160.9
20120522/1815,2160.4
20120522/1845,2160.9
20120522/1915,2160.4
20120522/1945,2167.8
20120522/2015,2174.1
20120522/2045,2174.8
20120522/2115,2175.6
20120522/2145,2177.5
20120522/2215,2177.6
20120522/2245,2175.9
20120522/2315,2176.6
20120523/0015,2162.8
20120523/0045,2157.6
20120523/0115,2157.6
20120523/0145,2157.4
20120523/0215,2150.4
20120523/0245,2149.4
20120523/0315,2154.2
20120523/0345,2154.8
20120523/0415,2152.4
20120523/0445,2150.2
20120523/0515,2150.2
20120523/0545,2145.9
20120523/0615,2141.8
20120523/0645,2144.0
20120523/0715,2147.8
20120523/0745,2149.1
20120523/0815,2150.0
20120523/0845,2151.2
20120523/0915,2150.1
20120523/0945,2150.9
20120523/1015,2150.1
20120523/1045,2145.2
20120523/1115,2147.4
20120523/1145,2149.1
20120523/1215,2152.1
20120523/1245,2161.2
20120523/1315,2158.9
20120523/1345,2156.2
20120523/1415,2163.3
20120523/1445,2169.2
20120523/1515,2168.6
20120523/1545,2171.7
20120523/1615,2175.0
20120523/1645,2173.8
20120523/1715,2178.4
20120523/1745,2182.7
20120523/1815,2180.1
20120523/1845,2178.9
20120523/1915,2181.7
20120523/1945,2175.6
20120523/2015,2166.1
20120523/2045,2164.4
20120523/2115,2168.1
20120523/2145,2170.7
20120523/2215,2166.5
20120523/2245,2162.9
20120523/2315,2163.1
20120524/0015,2165.6
20120524/0045,2167.6
20120524/0115,2163.0
20120524/0145,2160.5
20120524/0215,2156.1
20120524/0245,2153.9
20120524/0315,2153.3
20120524/0345,2150.5
20120524/0415,2150.4
20120524/0445,2150.6
20120524/0515,2152.4
20120524/0545,2153.2
20120524/0615,2150.2
20120524/0645,2150.3
20120524/0715,2152.4
20120524/0745,2151.7
20120524/0815,2153.8
20120524/0845,2153.9
20120524/0915,2150.7
20120524/0945,2149.1
20120524/1015,2147.2
20120524/1045,2151.9
20120524/1115,2157.9
20120524/1145,2158.6
20120524/1215,2156.2
20120524/1245,2154.3
20120524/1315,2153.2
20120524/1345,2153.3
20120524/1415,2157.3
20120524/1445,2162.2
20120524/1515,2164.0
20120524/1545,2170.9
20120524/1615,2172.9
20120524/1645,2168.3
20120524/1715,2165.4
20120524/1745,2167.6
20120524/1815,2173.6
20120524/1845,2174.7
20120524/1915,2174.2
20120524/1945,2174.2
20120524/2015,2171.6
20120524/2045,2166.6
20120524/2115,2168.7
20120524/2145,2166.6
20120524/2215,2162.2
20120524/2245,2162.9
20120524/2315,2163.2
20120525/0015,2161.8
20120525/0045,2165.6
20120525/0115,2165.9
20120525/0145,2165.8
20120525/0215,2171.0
20120525/0245,2172.4
20120525/0315,2171.1
20120525/0345,2171.4
20120525/0415,2173.9
20120525/0445,2176.0
20120525/0515,2173.8
20120525/0545,2172.3
20120525/0615,2172.2
20120525/0645,2176.0
20120525/0715,2177.4
20120525/0745,2173.2
20120525/0815,2174.2
20120525/0845,2174.1
20120525/0915,2170.8
20120525/0945,2171.3
20120525/1015,2171.1
20120525/1045,2169.8
20120525/1115,2170.7
20120525/1145,2169.8
20120525/1215,2168.8
20120525/1245,2168.9
20120525/1315,2168.2
20120525/1345,2170.4
20120525/1415,2176.6
20120525/1445,2178.1
20120525/1515,2172.5
20120525/1545,2172.2
20120525/1615,2175.1
20120525/1645,2171.9
20120525/1715,2166.4
20120525/1745,2165.8
20120525/1815,2167.0
20120525/1845,2163.8
20120525/1915,2165.2
20120525/1945,2166.6
20120525/2015,2165.6
20120525/2045,2166.6
20120525/2115,2168.5
20120525/2145,2172.9
20120525/2215,2173.1
20120525/2245,2170.8
20120525/2315,2172.4
20120526/0015,2185.8
20120526/0045,2190.3
20120526/0115,2186.6
20120526/0145,2189.6
20120526/0215,2192.8
20120526/0245,2190.7
20120526/0315,2187.9
20120526/0345,2188.8
20120526/0415,2190.7
20120526/0445,2189.5
20120526/0515,2191.2
20120526/0545,2191.5
20120526/0615,2188.4
20120526/0645,2190.8
20120526/0715,2190.6
20120526/0745,2188.3
20120526/0815,2191.1
20120526/0845,2193.7
20120526/0915,2194.5
20120526/0945,2194.9
20120526/1015,2195.2
20120526/1045,2196.0
20120526/1115,2197.2
20120526/1145,2196.1
20120526/1215,2198.7
20120526/1245,2200.7
20120526/1315,2197.7
20120526/1345,2198.2
20120526/1415,2199.5
20120526/1445,2200.9
20120526/1515,2204.4
20120526/1545,2204.2
20120526/1615,2207.1
20120526/1645,2208.8
20120526/1715,2206.0
20120526/1745,2207.9
20120526/1815,2206.3
20120526/1845,2202.1
20120526/1915,2201.6
20120526/1945,2199.8
20120526/2015,2197.9
20120526/2045,2198.9
20120526/2115,2201.6
20120526/2145,2202.9
20120526/2215,2202.2
20120526/2245,2200.7
20120526/2315,2197.9
20120527/0015,2198.4
20120527/0045,2200.6
20120527/0115,2199.9
20120527/0145,2196.3
20120527/0215,2193.1
20120527/0245,2193.2
20120527/0315,2191.8
20120527/0345,2190.6
20120527/0415,2191.8
20120527/0445,2191.9
20120527/0515,2190.4
20120527/0545,2189.6
20120527/0615,2190.4
20120527/0645,2192.7
20120527/0715,2192.2
20120527/0745,2190.7
20120527/0815,2192.1
20120527/0845,2191.2
20120527/0915,2188.8
20120527/0945,2188.3
20120527/1015,2186.4
20120527/1045,2188.3
20120527/1115,2194.2
20120527/1145,2187.8
20120527/1215,2172.2
20120527/1245,2165.9
20120527/1315,2166.8
20120527/1345,2165.2
20120527/1415,2165.4
20120527/1445,2171.0
20120527/1515,2176.7
20120527/1545,2173.5
20120527/1615,2172.4
20120527/1645,2178.6
20120527/1715,2178.5
20120527/1745,2180.2
20120527/1815,2182.9
20120527/1845,2181.2
20120527/1915,2188.7
20120527/1945,2204.6
20120527/2015,2214.7
20120527/2045,2213.1
20120527/2115,2210.1
20120527/2145,2207.4
20120527/2215,2199.1
20120527/2245,2187.4
20120527/2315,2178.7
20120528/0015,2187.3
20120528/0045,2189.6
20120528/0115,2198.9
20120528/0145,2204.2
20120528/0215,2202.8
20120528/0245,2203.7
20120528/0315,2196.3
20120528/0345,2186.7
20120528/0415,2182.8
20120528/0445,2177.2
20120528/0515,2172.9
20120528/0545,2173.9
20120528/0615,2173.8
20120528/0645,2176.4
20120528/0715,2174.0
20120528/0745,2174.4
20120528/0815,2178.8
20120528/0845,2172.7
20120528/0915,2166.8
20120528/0945,2163.1
20120528/1015,2160.6
20120528/1045,2153.4
20120528/1115,2146.4
20120528/1145,2150.6
20120528/1215,2157.5
20120528/1245,2164.6
20120528/1315,2167.3
20120528/1345,2164.7
20120528/1415,2166.3
20120528/1445,2165.9
20120528/1515,2157.8
20120528/1545,2156.2
20120528/1615,2163.2
20120528/1645,2165.7
20120528/1715,2172.1
20120528/1745,2183.2
20120528/1815,2181.8
20120528/1845,2174.8
20120528/1915,2176.2
20120528/1945,2171.7
20120528/2015,2161.9
20120528/2045,2162.1
20120528/2115,2162.9
20120528/2145,2159.7
20120528/2215,2154.9
20120528/2245,2151.8
20120528/2315,2152.1
20120529/0015,2155.8
20120529/0045,2157.1
20120529/0115,2153.4
20120529/0145,2153.4
20120529/0215,2155.4
20120529/0245,2154.3
20120529/0315,2152.1
20120529/0345,2152.9
20120529/0415,2156.2
20120529/0445,2160.2
20120529/0515,2159.3
20120529/0545,2156.3
20120529/0615,2158.8
20120529/0645,2158.9
20120529/0715,2152.7
20120529/0745,2152.8
20120529/0815,2157.6
20120529/0845,2153.7
20120529/0915,2150.6
20120529/0945,2156.0
20120529/1015,2158.1
20120529/1045,2154.9
20120529/1115,2155.3
20120529/1145,2157.4
20120529/1215,2155.8
20120529/1245,2155.2
20120529/1315,2156.6
20120529/1345,2155.9
20120529/1415,2153.8
20120529/1445,2151.4
20120529/1515,2151.8
20120529/1545,2154.6
20120529/1615,2156.1
20120529/1645,2155.3
20120529/1715,2154.6
20120529/1745,2152.2
20120529/1815,2152.7
20120529/1845,2151.6
20120529/1915,2151.0
20120529/1945,2153.6
20120529/2015,2154.9
20120529/2045,2162.6
20120529/2115,2167.8
20120529/2145,2167.8
20120529/2215,2170.7
20120529/2245,2174.0
20120529/2315,2178.9
20120530/0015,2192.2
20120530/0045,2191.6
20120530/0115,2186.1
20120530/0145,2187.0
20120530/0215,2189.6
20120530/0245,2192.5
20120530/0315,2192.6
20120530/0345,2186.8
20120530/0415,2182.3
20120530/0445,2179.2
20120530/0515,2174.8
20120530/0545,2175.5
20120530/0615,2173.8
20120530/0645,2171.2
20120530/0715,2168.4
20120530/0745,2165.9
20120530/0815,2167.2
20120530/0845,2165.7
20120530/0915,2164.4
20120530/0945,2162.5
20120530/1015,2164.4
20120530/1045,2169.9
20120530/1115,2167.9
20120530/1145,2170.8
20120530/1215,2173.4
20120530/1245,2169.9
20120530/1315,2167.6
20120530/1345,2163.8
20120530/1415,2161.2
20120530/1445,2157.6
20120530/1515,2163.3
20120530/1545,2169.8
20120530/1615,2168.8
20120530/1645,2168.3
20120530/1715,2166.8
20120530/1745,2166.6
20120530/1815,2164.8
20120530/1845,2164.0
20120530/1915,2164.9
20120530/1945,2165.1
20120530/2015,2162.3
20120530/2045,2160.2
20120530/2115,2160.9
20120530/2145,2164.1
20120530/2215,2171.8
20120530/2245,2178.6
20120530/2315,2184.4
20120531/0015,2193.2
20120531/0045,2187.9
20120531/0115,2181.2
20120531/0145,2179.2
20120531/0215,2175.9
20120531/0245,2167.9
20120531/0315,2169.9
20120531/0345,2171.5
20120531/0415,2173.3
20120531/0445,2176.2
20120531/0515,2171.8
20120531/0545,2172.6
20120531/0615,2176.6
20120531/0645,2174.7
20120531/0715,2172.2
20120531/0745,2174.0
20120531/0815,2176.2
20120531/0845,2176.2
20120531/0915,2174.5
20120531/0945,2172.7
20120531/1015,2175.7
20120531/1045,2182.1
20120531/1115,2183.2
20120531/1145,2176.2
20120531/1215,2184.3
20120531/1245,2194.8
20120531/1315,2187.8
20120531/1345,2179.5
20120531/1415,2175.9
20120531/1445,2177.6
20120531/1515,2177.2
20120531/1545,2177.9
20120531/1615,2180.5
20120531/1645,2179.2
20120531/1715,2181.1
20120531/1745,2181.2
20120531/1815,2178.2
20120531/1845,2177.9
20120531/1915,2179.2
20120531/1945,2182.9
20120531/2015,2184.9
20120531/2045,2184.4
20120531/2115,2183.8
20120531/2145,2183.6
20120531/2215,2183.8
20120531/2245,2182.8
20120531/2315,2183.5
20120601/0015,2177.6
20120601/0045,2173.1
20120601/0115,2169.6
20120601/0145,2166.6
20120601/0215,2157.7
20120601/0245,2150.2
20120601/0315,2148.6
20120601/0345,2149.3
20120601/0415,2151.1
20120601/0445,2149.9
20120601/0515,2147.4
20120601/0545,2146.6
20120601/0615,2147.5
20120601/0645,2145.9
20120601/0715,2146.1
20120601/0745,2147.2
20120601/0815,2147.9
20120601/0845,2149.9
20120601/0915,2150.8
20120601/0945,2150.9
20120601/1015,2152.3
20120601/1045,2154.4
20120601/1115,2155.4
20120601/1145,2154.1
20120601/1215,2151.9
20120601/1245,2152.6
20120601/1315,2155.5
20120601/1345,2158.8
20120601/1415,2157.7
20120601/1445,2154.0
20120601/1515,2152.3
20120601/1545,2151.1
20120601/1615,2154.9
20120601/1645,2159.3
20120601/1715,2161.0
20120601/1745,2162.4
20120601/1815,2162.8
20120601/1845,2164.1
20120601/1915,2165.0
20120601/1945,2164.3
20120601/2015,2163.2
20120601/2045,2165.6
20120601/2115,2168.4
20120601/2145,2168.2
20120601/2215,2166.4
20120601/2245,2167.4
20120601/2315,2169.4
20120602/0015,2174.6
20120602/0045,2174.7
20120602/0115,2172.1
20120602/0145,2171.7
20120602/0215,2173.0
20120602/0245,2171.8
20120602/0315,2170.9
20120602/0345,2172.1
20120602/0415,2174.8
20120602/0445,2176.6
20120602/0515,2176.9
20120602/0545,2177.6
20120602/0615,2179.9
20120602/0645,2179.4
20120602/0715,2178.9
20120602/0745,2182.1
20120602/0815,2180.2
20120602/0845,2178.8
20120602/0915,2181.2
20120602/0945,2176.0
20120602/1015,2174.4
20120602/1045,2181.1
20120602/1115,2185.4
20120602/1145,2181.9
20120602/1215,2178.9
20120602/1245,2179.1
20120602/1315,2176.2
20120602/1345,2172.6
20120602/1415,2176.4
20120602/1445,2181.4
20120602/1515,2178.3
20120602/1545,2180.2
20120602/1615,2184.9
20120602/1645,2185.2
20120602/1715,2182.0
20120602/1745,2181.6
20120602/1815,2182.8
20120602/1845,2181.1
20120602/1915,2183.4
20120602/1945,2185.8
20120602/2015,2183.9
20120602/2045,2186.2
20120602/2115,2187.6
20120602/2145,2185.5
20120602/2215,2182.4
20120602/2245,2179.4
20120602/2315,2178.0
20120603/0015,2178.6
20120603/0045,2176.2
20120603/0115,2176.8
20120603/0145,2180.9
20120603/0215,2181.3
20120603/0245,2182.8
20120603/0315,2184.9
20120603/0345,2185.7
20120603/0415,2188.0
20120603/0445,2188.9
20120603/0515,2188.4
20120603/0545,2189.4
20120603/0615,2194.2
20120603/0645,2194.9
20120603/0715,2190.8
20120603/0745,2192.1
20120603/0815,2193.2
20120603/0845,2194.4
20120603/0915,2193.3
20120603/0945,2193.2
20120603/1015,2195.4
20120603/1045,2196.4
20120603/1115,2193.1
20120603/1145,2186.1
20120603/1215,2186.1
20120603/1245,2186.2
20120603/1315,2188.4
20120603/1345,2185.9
20120603/1415,2186.8
20120603/1445,2187.4
20120603/1515,2180.2
20120603/1545,2178.1
20120603/1615,2182.4
20120603/1645,2186.6
20120603/1715,2189.9
20120603/1745,2193.4
20120603/1815,2195.2
20120603/1845,2191.8
20120603/1915,2188.8
20120603/1945,2192.0
20120603/2015,2194.6
20120603/2045,2194.2
20120603/2115,2187.8
20120603/2145,2184.1
20120603/2215,2180.3
20120603/2245,2177.5
20120603/2315,2180.3
20120604/0015,2185.9
20120604/0045,2188.5
20120604/0115,2187.0
20120604/0145,2186.2
20120604/0215,2185.9
20120604/0245,2184.4
20120604/0315,2185.4
20120604/0345,2185.2
20120604/0415,2186.6
20120604/0445,2189.8
20120604/0515,2186.3
20120604/0545,2183.3
20120604/0615,2182.8
20120604/0645,2177.6
20120604/0715,2175.3
20120604/0745,2177.2
20120604/0815,2180.3
20120604/0845,2184.9
20120604/0915,2191.8
20120604/0945,2203.4
20120604/1015,2205.4
20120604/1045,2196.8
20120604/1115,2185.8
20120604/1145,2177.6
20120604/1215,2174.9
20120604/1245,2173.8
20120604/1315,2175.1
20120604/1345,2181.1
20120604/1415,2191.6
20120604/1445,2204.6
20120604/1515,2202.5
20120604/1545,2196.1
20120604/1615,2191.7
20120604/1645,2184.1
20120604/1715,2187.8
20120604/1745,2198.3
20120604/1815,2201.8
20120604/1845,2192.8
20120604/1915,2186.9
20120604/1945,2185.2
20120604/2015,2185.4
20120604/2045,2185.9
20120604/2115,2190.6
20120604/2145,2191.4
20120604/2215,2187.2
20120604/2245,2185.1
20120604/2315,2184.4
20120605/0015,2192.1
20120605/0045,2192.5
20120605/0115,2185.4
20120605/0145,2185.4
20120605/0215,2186.8
20120605/0245,2185.2
20120605/0315,2179.8
20120605/0345,2179.6
20120605/0415,2181.3
20120605/0445,2179.8
20120605/0515,2181.6
20120605/0545,2180.1
20120605/0615,2178.9
20120605/0645,2179.9
20120605/0715,2177.9
20120605/0745,2177.8
20120605/0815,2172.5
20120605/0845,2169.8
20120605/0915,2172.4
20120605/0945,2172.2
20120605/1015,2173.0
20120605/1045,2174.4
20120605/1115,2169.9
20120605/1145,2163.8
20120605/1215,2167.6
20120605/1245,2174.2
20120605/1315,2173.3
20120605/1345,2174.1
20120605/1415,2180.4
20120605/1445,2182.8
20120605/1515,2180.5
20120605/1545,2182.1
20120605/1615,2180.5
20120605/1645,2176.6
20120605/1715,2179.6
20120605/1745,2181.2
20120605/1815,2180.2
20120605/1845,2181.0
20120605/1915,2180.8
20120605/1945,2176.6
20120605/2015,2174.9
20120605/2045,2175.1
20120605/2115,2174.9
20120605/2145,2172.8
20120605/2215,2168.7
20120605/2245,2172.3
20120605/2315,2177.2
20120606/0015,2179.4
20120606/0045,2181.0
20120606/0115,2185.2
20120606/0145,2187.1
20120606/0215,2187.2
20120606/0245,2186.6
20120606/0315,2184.4
20120606/0345,2189.4
20120606/0415,2193.2
20120606/0445,2189.6
20120606/0515,2188.5
20120606/0545,2186.6
20120606/0615,2183.6
20120606/0645,2182.4
20120606/0715,2182.3
20120606/0745,2185.6
20120606/0815,2184.9
20120606/0845,2184.0
20120606/0915,2185.8
20120606/0945,2180.4
20120606/1015,2176.9
20120606/1045,2178.1
20120606/1115,2171.3
20120606/1145,2169.8
20120606/1215,2179.6
20120606/1245,2172.5
20120606/1315,2154.5
20120606/1345,2155.4
20120606/1415,2166.6
20120606/1445,2167.9
20120606/1515,2173.9
20120606/1545,2180.4
20120606/1615,2181.4
20120606/1645,2186.9
20120606/1715,2186.8
20120606/1745,2185.3
20120606/1815,2188.5
20120606/1845,2188.5
20120606/1915,2181.4
20120606/1945,2177.2
20120606/2015,2179.0
20120606/2045,2182.2
20120606/2115,2182.4
20120606/2145,2177.8
20120606/2215,2173.8
20120606/2245,2174.8
20120606/2315,2174.4
20120607/0015,2176.9
20120607/0045,2176.5
20120607/0115,2178.2
20120607/0145,2176.9
20120607/0215,2174.4
20120607/0245,2175.1
20120607/0315,2174.1
20120607/0345,2176.8
20120607/0415,2179.6
20120607/0445,2179.8
20120607/0515,2180.2
20120607/0545,2180.1
20120607/0615,2181.6
20120607/0645,2181.4
20120607/0715,2185.7
20120607/0745,2191.2
20120607/0815,2192.1
20120607/0845,2191.5
20120607/0915,2189.4
20120607/0945,2185.8
20120607/1015,2184.8
20120607/1045,2182.2
20120607/1115,2170.6
20120607/1145,2165.4
20120607/1215,2166.9
20120607/1245,2168.6
20120607/1315,2174.7
20120607/1345,2174.4
20120607/1415,2165.6
20120607/1445,2160.3
20120607/1515,2159.2
20120607/1545,2157.8
20120607/1615,2158.5
20120607/1645,2160.3
20120607/1715,2160.6
20120607/1745,2155.3
20120607/1815,2155.1
20120607/1845,2158.4
20120607/1915,2155.2
20120607/1945,2154.2
20120607/2015,2155.6
20120607/2045,2155.8
20120607/2115,2156.5
20120607/2145,2155.3
20120607/2215,2155.8
20120607/2245,2159.1
20120607/2315,2161.8
20120608/0015,2163.7
20120608/0045,2163.2
20120608/0115,2163.0
20120608/0145,2165.2
20120608/0215,2165.4
20120608/0245,2165.6
20120608/0315,2165.3
20120608/0345,2167.8
20120608/0415,2170.6
20120608/0445,2168.3
20120608/0515,2167.4
20120608/0545,2169.9
20120608/0615,2169.2
20120608/0645,2165.6
20120608/0715,2167.5
20120608/0745,2168.9
20120608/0815,2167.4
20120608/0845,2165.8
20120608/0915,2163.7
20120608/0945,2164.0
20120608/1015,2164.4
20120608/1045,2163.1
20120608/1115,2164.9
20120608/1145,2168.8
20120608/1215,2170.3
20120608/1245,2167.4
20120608/1315,2165.2
20120608/1345,2169.2
20120608/1415,2170.7
20120608/1445,2169.6
20120608/1515,2171.7
20120608/1545,2169.8
20120608/1615,2166.1
20120608/1645,2165.9
20120608/1715,2165.4
20120608/1745,2164.1
20120608/1815,2166.7
20120608/1845,2166.3
20120608/1915,2165.6
20120608/1945,2166.9
20120608/2015,2164.4
20120608/2045,2163.8
20120608/2115,2164.8
20120608/2145,2163.2
20120608/2215,2161.0
20120608/2245,2160.4
20120608/2315,2164.1
20120609/0015,2166.4
20120609/0045,2164.8
20120609/0115,2164.8
20120609/0145,2164.7
20120609/0215,2161.8
20120609/0245,2159.9
20120609/0315,2157.1
20120609/0345,2157.7
20120609/0415,2161.8
20120609/0445,2162.8
20120609/0515,2165.0
20120609/0545,2166.8
20120609/0615,2164.4
20120609/0645,2162.1
20120609/0715,2163.3
20120609/0745,2164.4
20120609/0815,2163.2
20120609/0845,2161.8
20120609/0915,2159.8
20120609/0945,2159.2
20120609/1015,2160.5
20120609/1045,2158.1
20120609/1115,2158.4
20120609/1145,2159.1
20120609/1215,2154.4
20120609/1245,2150.2
20120609/1315,2150.7
20120609/1345,2153.8
20120609/1415,2156.6
20120609/1445,2155.7
20120609/1515,2150.7
20120609/1545,2144.9
20120609/1615,2141.4
20120609/1645,2140.2
20120609/1715,2144.9
20120609/1745,2145.2
20120609/1815,2139.7
20120609/1845,2142.3
20120609/1915,2148.9
20120609/1945,2153.6
20120609/2015,2155.8
20120609/2045,2157.1
20120609/2115,2156.8
20120609/2145,2159.0
20120609/2215,2160.0
20120609/2245,2159.2
20120609/2315,2159.2
20120610/0015,2160.3
20120610/0045,2160.9
20120610/0115,2161.0
20120610/0145,2159.6
20120610/0215,2158.1
20120610/0245,2155.4
20120610/0315,2151.4
20120610/0345,2148.6
20120610/0415,2145.9
20120610/0445,2142.1
20120610/0515,2136.2
20120610/0545,2130.6
20120610/0615,2128.0
20120610/0645,2129.5
20120610/0715,2132.9
20120610/0745,2134.1
20120610/0815,2133.9
20120610/0845,2132.1
20120610/0915,2129.7
20120610/0945,2129.5
20120610/1015,2127.6
20120610/1045,2124.5
20120610/1115,2125.8
20120610/1145,2125.3
20120610/1215,2125.4
20120610/1245,2126.3
20120610/1315,2123.9
20120610/1345,2126.6
20120610/1415,2130.6
20120610/1445,2128.4
20120610/1515,2128.6
20120610/1545,2129.5
20120610/1615,2126.3
20120610/1645,2124.4
20120610/1715,2122.3
20120610/1745,2123.0
20120610/1815,2129.1
20120610/1845,2129.7
20120610/1915,2126.6
20120610/1945,2127.2
20120610/2015,2128.3
20120610/2045,2128.9
20120610/2115,2128.8
20120610/2145,2128.8
20120610/2215,2128.1
20120610/2245,2129.4
20120610/2315,2129.6
20120611/0015,2129.5
20120611/0045,2127.2
20120611/0115,2128.7
20120611/0145,2125.8
20120611/0215,2125.4
